ts,vault_id,count,min,25perc,50perc,75perc,max
2023-04-04,1116,714,507.0,15639.481831913918,17603.38770136753,20875.76540414773,69412.0
2023-04-04,1105,760,205.0,17458.326730416327,19161.363782061413,21964.227700127427,43364.0
2023-04-04,1096,739,506.0,47169.11313644456,47173.0452915249,47196.15418957489,69900.0
2023-04-04,1118,750,63.0,37623.096308424276,37626.00985009082,37629.796998023055,37638.0
2023-04-04,1104,755,222.0,14918.129379384802,17463.599296736647,21741.31749916995,45158.0
2023-04-04,1101,726,482.0,15786.306011381444,19302.36972170406,22997.8100500453,31760.0
2023-04-04,1103,713,298.0,14875.560070679185,18066.53692020953,21227.54225265985,70622.0
2023-04-04,1114,750,802.0,17500.809975905388,18657.514196726206,21513.87032830525,81642.0
2023-04-04,1119,746,1334.0,17480.22347653988,18750.722214881524,22442.724928902408,36918.0
2023-04-04,1097,696,332.0,18504.533938136436,21335.86850202346,23244.289336103357,77931.0
2023-04-04,1098,699,5562.0,17820.88849201427,21100.369424443124,23030.06534345376,64179.0
2023-04-04,1091,723,0.0,49260.53712799301,49266.56135320926,49273.952787086215,77669.0
2023-04-04,1109,738,206.0,17528.822011913413,20037.015361823036,22130.830652197652,84627.0
2023-04-04,1107,744,669.0,16695.352943474205,18142.719679632253,22508.85200147961,43013.0
2023-04-04,1117,714,0.0,18108.52756998494,20572.772653910302,22566.332006787714,37756.0
2023-04-07,1118,708,0.0,37697.389951578945,37696.562655536865,37702.070309809365,37715.0
2023-04-07,1097,720,396.0,18401.99646020453,21286.84410951857,23049.08609957977,77994.0
2023-04-07,1104,716,285.0,15032.60333903595,17612.379785084624,21801.128171693577,45233.0
2023-04-07,1099,721,0.0,15523.463172801177,18261.09632972484,22957.147648632235,69291.0
2023-04-07,1109,709,285.0,17586.734936132834,19677.24184804117,22411.353941928133,84706.0
2023-04-07,1115,730,808.0,15018.019563504711,17199.747082141876,21219.516147356422,38250.0
2023-04-07,1102,733,301.0,18093.045100730807,21319.843023320886,23559.58853293258,71289.0
2023-04-07,1100,720,79.0,18772.950419667726,20550.19127094579,23845.212959490837,69306.0
2023-04-07,1090,757,32.0,49593.48115425964,49637.71368703005,49651.17666077751,76767.0
2023-04-07,1107,732,749.0,16462.192542275257,18105.52788366846,22489.97708514575,43091.0
2023-04-07,1108,717,855.0,17029.08272337362,20266.71675058222,23070.983299451953,41763.0
2023-04-07,1093,702,15.0,48691.51316083267,48689.79740097855,48697.83075005047,48708.0
2023-04-07,1105,761,284.0,17604.55276447605,19440.023710061345,22073.48408207288,68739.0
2023-04-07,1120,763,281.0,36181.4695543393,36187.27677995096,36193.93599456128,42722.0
2023-04-07,1112,733,332.0,17307.56124783131,18792.24499378305,22595.879512545423,51198.0
2023-04-07,1110,768,455.0,17370.057414309336,18761.540227710128,22501.557550586924,69950.0
2023-04-07,1095,755,598.0,16862.340377665667,18829.18340616922,22499.28199216126,45632.0
2023-04-07,1117,728,79.0,18074.457192801317,21015.176705349037,22624.258969606683,37829.0
2023-04-07,1096,762,518.0,47241.47809896385,47248.492725701006,47278.36170954878,69963.0
2023-04-07,1116,741,570.0,15648.520268079687,17666.77898510719,20238.460372953905,72948.0
2023-04-07,1111,736,761.0,39572.231149063766,39588.79384607451,39597.66575627814,39608.0
2023-04-07,1091,715,158.0,49329.21227860885,49339.23888507335,49342.690555072106,77733.0
2023-04-07,1119,741,443.0,17548.50860504553,18853.625748341306,22686.832390544405,37074.0
2023-04-07,1092,711,189.0,49037.566535714825,49054.29747454974,49059.7349752722,60207.0
2023-04-07,1098,719,2132.0,18123.543470691362,19835.29331779871,23012.421603926636,70513.0
2023-04-07,1094,748,724.0,16740.92951485866,18084.039541645707,21505.62714340759,44814.0
2023-04-07,1106,725,0.0,16661.819331563314,18582.782043773146,21345.8685534146,76701.0
2023-04-07,1113,714,0.0,38633.543141133974,38639.80720486505,38650.88467638696,68583.0
2023-04-07,1114,722,1848.0,17553.419520385927,18927.647204009285,21844.891173627442,38973.0
2023-04-07,1103,738,376.0,14735.543994857886,18295.058161237073,21389.22073622685,45711.0
2023-04-07,1101,738,561.0,15857.894469808782,19117.138179690817,22969.59748094551,45938.0
2023-04-10,1109,704,364.0,17767.490223559264,20385.68169089331,22880.857394949875,84644.0
2023-04-10,1120,749,360.0,36258.98691651282,36262.31248541824,36268.93533983551,42801.0
2023-04-10,1112,783,411.0,17215.105830142078,18947.20415441221,22491.188337398667,51261.0
2023-04-10,1115,744,871.0,15039.776985570084,17077.055569308268,21188.055084942152,38329.0
2023-04-10,1116,698,991.0,15797.239022131671,17833.684519497314,20284.75741882094,73027.0
2023-04-10,1090,685,78.0,49518.25230123483,49714.6273959262,49725.61639277374,76845.0
2023-04-10,1095,713,127.0,16755.69539062605,18784.99788502985,23678.341375135016,45685.0
2023-04-10,1110,750,47.0,17392.072523420462,18636.937695847755,22616.637154094326,68358.0
2023-04-10,1092,707,267.0,49111.42811028327,49128.90033110795,49135.928251678146,60285.0
2023-04-10,1105,730,364.0,17712.695768628848,19370.337966402403,22511.374432798788,68818.0
2023-04-10,1094,733,802.0,16814.180983550483,18258.456523533954,21745.99941208765,44883.0
2023-04-10,1119,729,0.0,17730.05202663426,19117.335374478607,22820.023861695587,37137.0
2023-04-10,1103,785,1949.0,14741.358000717373,18217.306618845436,21497.768954230654,70764.0
2023-04-10,1097,736,348.0,18452.24938876731,21262.973729379126,23114.804124936843,76951.0
2023-04-10,1096,724,315.0,47313.0699690379,47318.36881203106,47363.48255983542,70041.0
2023-04-10,1108,742,316.0,17206.398775541744,20607.879164179187,23036.422084982976,41839.0
2023-04-10,1091,751,270.0,49407.45253643001,49414.2140882707,49418.06400024984,77812.0
2023-04-10,1107,742,818.0,16659.708004746564,18075.683080527524,22496.717264087594,43156.0
2023-04-10,1100,746,997.0,18716.48294426253,20658.885691621388,24004.326170838936,68735.0
2023-04-10,1104,737,32.0,15588.344310028717,17784.252418495646,21892.33680566306,45312.0
2023-04-10,1114,701,1911.0,17724.30247516142,18987.985449314583,21719.8662733343,39042.0
2023-04-10,1093,743,16.0,48740.48647102601,48764.854729858576,48771.053242420465,67974.0
2023-04-10,1102,745,380.0,18152.232887563157,21307.307701622536,23812.24383519666,45989.0
2023-04-10,1111,689,364.0,39646.228523125515,39660.38960766887,39668.6183401423,39680.0
2023-04-10,1118,704,220.0,37766.72736456174,37769.06052647931,37773.07443850602,37783.0
2023-04-10,1113,729,63.0,38706.29583189979,38712.613070762054,38721.65462528018,68647.0
2023-04-10,1098,759,4290.0,17990.46138150067,21321.514236007646,23179.055350029157,70576.0
2023-04-10,1099,696,713.0,15596.712740203875,18541.130282076945,22907.08850042048,60631.0
2023-04-10,1106,748,79.0,16684.727163689513,18575.527282329167,21401.08233970064,77035.0
2023-04-10,1101,758,640.0,16120.681517682462,19714.42995437103,23086.48158940375,46007.0
2023-04-10,1117,724,1854.0,18344.708549407198,21022.041503113658,22700.0493052457,37899.0
2023-04-14,1091,741,126.0,49474.54389398178,49486.26757021629,49490.439993640335,77891.0
2023-04-14,1119,756,601.0,17702.600848146114,18985.1058898588,22459.389290688214,37216.0
2023-04-14,1116,715,728.0,15990.669556306211,18113.32292363656,20216.204644006237,73106.0
2023-04-14,1109,717,427.0,17944.020482633838,20652.64861192435,22918.41899300389,84707.0
2023-04-14,1113,726,0.0,38778.9989096193,38784.267049304115,38794.478438157676,68725.0
2023-04-14,1097,711,411.0,18600.41842122201,21456.698623415185,23338.033187595218,78152.0
2023-04-14,1108,725,379.0,17140.417841448252,20425.202504052355,23081.555426975177,41912.0
2023-04-14,1098,724,5057.0,18075.31823819616,21221.445824616778,23663.03646752139,70655.0
2023-04-14,1111,722,919.0,39711.26306756429,39730.4892852956,39740.509875113356,39752.0
2023-04-14,1117,718,144.0,18216.27211916742,20727.142943979175,22676.07336867419,37982.0
2023-04-14,1104,730,0.0,15166.926493983317,17656.46359831875,21922.044341823388,45379.0
2023-04-14,1115,720,1666.0,15207.640915980266,17346.135080266286,21641.54295305244,38392.0
2023-04-14,1096,721,660.0,47384.9136684759,47389.68082871554,47398.30635050282,70013.0
2023-04-14,1090,703,0.0,49672.18307020357,49783.30921876283,49795.09697882199,76908.0
2023-04-14,1100,716,1061.0,18838.20254598223,20756.89490370442,23919.336713932436,68332.0
2023-04-14,1114,743,31.0,17663.759308543642,18884.782610845414,21763.708329206987,39182.0
2023-04-14,1105,713,427.0,17625.14285147336,19696.319959462966,22118.454723674684,43601.0
2023-04-14,1095,756,739.0,16997.289834891806,18932.782315138025,23116.413386377153,45748.0
2023-04-14,1118,749,110.0,37838.49652840442,37841.976488565204,37844.96314425504,37856.0
2023-04-14,1094,742,865.0,16903.35933180024,18243.56342299294,21678.655390233147,44962.0
2023-04-14,1099,699,776.0,15429.15018065192,18334.791397902052,22873.128182701825,69432.0
2023-04-14,1102,739,63.0,18197.639296118665,22058.517266052873,23935.3323927829,71431.0
2023-04-14,1110,721,380.0,17532.824544189396,19403.148401917857,22766.905283316166,41285.0
2023-04-14,1107,730,881.0,16501.612079927465,18049.238408738198,22215.00297762831,43234.0
2023-04-14,1120,712,0.0,36327.59263749729,36331.85447938364,36339.39443967297,36349.0
2023-04-14,1103,733,31.0,14710.801708997573,18256.35793497699,21555.40317684088,45858.0
2023-04-14,1092,731,330.0,49189.67166744881,49198.60321513073,49204.56086029868,60337.0
2023-04-14,1106,741,444.0,17048.39019906404,18640.4925083221,21439.092066101937,77114.0
2023-04-14,1112,740,3787.0,17503.010399602157,18900.877797538495,22530.789897017108,39448.0
2023-04-14,1093,737,0.0,48784.278242149856,48838.40976816244,48842.88154474208,68036.0
2023-04-14,1101,732,703.0,15952.163773240916,19472.728294641405,23077.29993117133,46086.0
2023-04-17,1094,731,2414.0,16942.791670209674,18232.743828046903,21549.42766157029,45036.0
2023-04-17,1118,734,0.0,37908.542914593825,37912.21072134824,37916.96564092471,37929.0
2023-04-17,1105,711,31.0,17824.80148194192,19413.055268257518,22545.911417338455,68961.0
2023-04-17,1096,736,31.0,47456.90300736819,47460.17692155048,47447.62026660441,70185.0
2023-04-17,1100,731,1108.0,19053.77865976753,20867.104791320144,24105.61840187035,72014.0
2023-04-17,1095,729,79.0,17155.654822849894,19025.92149363062,23116.78437806935,45580.0
2023-04-17,1112,742,554.0,17333.24716421862,18968.962609233036,22896.898069344617,51404.0
2023-04-17,1114,739,63.0,17766.76745555415,19027.26921564341,22024.851836448528,81925.0
2023-04-17,1102,751,3494.0,18269.106828554384,22004.109323612185,23890.20966548113,46138.0
2023-04-17,1093,719,32.0,48687.00723180795,48906.94814175114,48913.03703543999,48922.0
2023-04-17,1115,718,1730.0,15247.207381854429,17221.891497567234,21639.880199307696,38456.0
2023-04-17,1109,726,506.0,17848.286604452027,20022.430570998302,22950.35223774644,84911.0
2023-04-17,1110,736,675.0,17542.281209528606,18962.32035650793,22906.087312306718,70171.0
2023-04-17,1111,731,507.0,39789.747347085075,39805.51851931718,39812.87514413228,39824.0
2023-04-17,1113,725,0.0,38848.47997138928,38856.44365228339,38870.50822383723,68401.0
2023-04-17,1097,717,490.0,18583.42495170053,20892.27269474958,23134.543474584025,77093.0
2023-04-17,1091,719,291.0,49546.90606880729,49553.859650916194,49558.27042724913,61178.0
2023-04-17,1103,730,95.0,14842.583341221376,18422.10315859954,21631.49450480356,45931.0
2023-04-17,1120,734,63.0,36401.24912152456,36404.32020272034,36411.34066277556,42942.0
2023-04-17,1108,715,1077.0,17202.501154317666,19686.78818731908,23180.945505434454,41984.0
2023-04-17,1104,739,174.0,15251.457086095286,17791.0955750531,21977.270408483953,45447.0
2023-04-17,1119,729,1633.0,17750.759927997224,19322.114410946135,22943.312645405087,37229.0
2023-04-17,1101,732,766.0,16176.193787737211,19598.06185309224,23311.102514301077,46159.0
2023-04-17,1098,740,2354.0,18153.90291410816,21297.975172687697,23348.843506296682,70719.0
2023-04-17,1116,747,32.0,15797.394635524804,17845.36128077796,20991.211132890137,73170.0
2023-04-17,1117,738,1185.0,18380.974915026465,20851.419371604414,22683.551724489032,38042.0
2023-04-17,1092,724,32.0,49262.17421873897,49270.734654755855,49275.76015269571,56478.0
2023-04-17,1106,733,222.0,16812.709205246883,18716.32832746269,21480.53022918176,77178.0
2023-04-17,1090,703,8.0,49805.04813359596,49855.60660918138,49864.17197639434,76971.0
2023-04-17,1107,746,555.0,16583.97355594537,18183.62117740983,22621.69678847884,43305.0
2023-04-17,1099,733,221.0,15551.884786231009,18528.768689895904,23018.930085384683,69510.0
2023-04-19,1117,717,160.0,18445.309326708728,21011.197277710355,22899.41516565518,38125.0
2023-04-19,1100,735,362.0,18973.44611218872,20888.062141976465,24213.969534416865,72014.0
2023-04-19,1102,719,190.0,17933.95668488935,22187.012380933043,24074.64053148064,71573.0
2023-04-19,1114,741,141.0,17881.334904026895,18988.92757371922,21959.90072878308,39266.0
2023-04-19,1095,742,348.0,17012.572627372858,19159.907005733803,23401.94976691683,45917.0
2023-04-19,1107,713,1038.0,16957.80732085668,18325.559574881452,22772.747326800938,43376.0
2023-04-19,1101,727,845.0,16202.019948234582,19684.116322467184,23146.322287160267,46229.0
2023-04-19,1112,713,890.0,17478.342192558626,19099.82042357213,23056.38395753764,51484.0
2023-04-19,1110,725,269.0,17630.646629550618,19017.321582514625,22813.29294938002,68579.0
2023-04-19,1097,721,553.0,18651.43129700086,21620.82682575168,23447.51796610783,77156.0
2023-04-19,1098,744,4511.0,18204.794883550272,21427.029078429383,23355.173117441114,64179.0
2023-04-19,1091,732,267.0,49619.45803292814,49625.72888716469,49631.0688231892,61178.0
2023-04-19,1090,721,0.0,49836.34301466089,49924.72785202919,49938.642240926485,74816.0
2023-04-19,1108,741,1140.0,17336.10812367525,19787.515810470122,23054.402887178327,42050.0
2023-04-19,1116,722,16.0,15750.288641693538,17753.360128096654,21098.969874697006,73233.0
2023-04-19,1120,703,0.0,36470.9562979075,36476.67236480768,36482.125089502064,43021.0
2023-04-19,1096,719,15.0,47529.47348354614,47535.02956064344,47612.34603923477,70262.0
2023-04-19,1104,718,142.0,15650.550268760413,17727.807242553405,22050.00210924016,45522.0
2023-04-19,1093,739,0.0,48963.999312560154,48980.40693637443,48986.38033976694,68176.0
2023-04-19,1109,717,570.0,17971.98642768005,20715.734869795506,22940.63255355615,83889.0
2023-04-19,1099,697,300.0,15756.053058412217,18594.074146814568,22950.078625100905,76493.0
2023-04-19,1103,746,174.0,14922.888490812536,18576.71691706395,21565.787438214935,70986.0
2023-04-19,1106,709,285.0,16974.579576355827,18933.458589431015,21655.206709982205,77241.0
2023-04-19,1105,728,31.0,17740.010183464652,19658.344642556953,22638.123006741793,69024.0
2023-04-19,1094,713,1007.0,17025.646758528008,18509.011541624102,22040.23854511436,45104.0
2023-04-19,1092,742,16.0,49333.35854414497,49339.35329523144,49347.38048806067,60491.0
2023-04-19,1118,723,47.0,37980.741179186785,37984.743530217485,37988.871799916444,38001.0
2023-04-19,1113,739,31.0,38917.16226524678,38927.20115809874,38939.60768081661,68480.0
2023-04-19,1115,709,1093.0,15442.507458753918,17472.319647749984,21742.34095753513,38535.0
2023-04-19,1111,764,586.0,39858.59807089343,39874.68201805772,39885.05158247219,39897.0
2023-04-19,1119,726,205.0,17834.40970480764,19310.877601396744,22943.917320065535,37279.0
