ts,vault_id,count,mean_s194,stddev_s194
2023-04-03,1017,540,27.909259796142578,5.6069655418396
2023-04-03,1002,570,24.235088348388672,2.496488094329834
2023-04-03,1004,563,21.08525848388672,2.6420252323150635
2023-04-03,1018,551,26.90562629699707,4.393340110778809
2023-04-03,1015,562,25.209964752197266,4.2378621101379395
2023-04-03,1019,556,27.37050437927246,5.609869956970215
2023-04-03,1009,533,27.915573120117188,3.6315276622772217
2023-04-03,1007,555,25.47027015686035,3.8569602966308594
2023-04-03,1003,572,19.81818199157715,2.059894561767578
2023-04-03,1000,540,23.561111450195312,2.287236452102661
2023-04-03,1013,541,25.667282104492188,4.875551223754883
2023-04-04,1004,546,19.864469528198242,2.754939079284668
2023-04-04,1012,551,30.58076286315918,6.957761764526367
2023-04-04,1017,537,28.450651168823242,5.332334041595459
2023-04-04,1014,547,26.010969161987305,5.86875581741333
2023-04-04,1015,522,26.249042510986328,4.393399715423584
2023-04-04,1013,573,26.612565994262695,4.7466325759887695
2023-04-04,1016,541,26.98336410522461,5.203946113586426
2023-04-04,1005,528,21.53598403930664,2.7788827419281006
2023-04-04,1003,553,18.57866096496582,2.2505085468292236
2023-04-04,1010,569,22.131811141967773,2.83621883392334
2023-04-04,1008,552,30.259057998657227,4.127048015594482
2023-04-04,1001,527,18.561670303344727,1.9175341129302979
2023-04-04,1011,568,26.42781639099121,6.245144844055176
2023-04-04,1018,579,28.0,4.312891960144043
2023-04-04,1002,557,22.592458724975586,2.594182252883911
2023-04-04,1006,556,22.789567947387695,3.8287014961242676
2023-04-04,1019,558,27.991039276123047,5.2028656005859375
2023-04-04,1020,535,26.026168823242188,5.341712474822998
2023-04-04,1007,576,26.48784637451172,4.880146026611328
2023-04-04,1000,553,22.37974739074707,2.299561023712158
2023-04-04,1009,542,27.483394622802734,3.3397281169891357
2023-04-05,1016,524,27.238550186157227,5.480217933654785
2023-04-05,1011,559,25.98211097717285,6.498358249664307
2023-04-05,1014,546,26.22344398498535,6.052084445953369
2023-04-05,1017,548,28.22627830505371,5.6361613273620605
2023-04-05,1004,572,19.80944061279297,2.748880624771118
2023-04-05,1012,571,30.366024017333984,6.544004440307617
2023-04-05,1018,543,28.272560119628906,4.420290946960449
2023-04-05,1006,567,23.126983642578125,4.09302282333374
2023-04-05,1009,551,27.546279907226562,3.1624412536621094
2023-04-05,1015,559,26.34883689880371,4.242003440856934
2023-04-05,1007,560,26.774999618530273,5.0362348556518555
2023-04-05,1008,578,30.536333084106445,4.147316932678223
2023-04-05,1010,545,22.078899383544922,2.747344732284546
2023-04-05,1019,546,28.170330047607422,5.687715530395508
2023-04-05,1005,562,21.41103172302246,2.898045539855957
2023-04-05,1002,574,22.61498260498047,2.5844318866729736
2023-04-05,1003,540,18.379629135131836,2.3170766830444336
2023-04-05,1020,562,26.403915405273438,5.351241588592529
2023-04-05,1013,540,26.712963104248047,4.790907382965088
2023-04-05,1000,556,22.134891510009766,2.386594533920288
2023-04-05,1001,518,18.339767456054688,1.7761834859848022
2023-04-06,1019,554,28.525270462036133,5.787161350250244
2023-04-06,1016,559,27.645795822143555,5.381653785705566
2023-04-06,1001,552,18.219202041625977,1.7520569562911987
2023-04-06,1000,547,22.142595291137695,2.458012104034424
2023-04-06,1003,554,18.323104858398438,2.349116325378418
2023-04-06,1004,566,19.68904685974121,2.8406662940979004
2023-04-06,1013,533,26.921199798583984,4.528560638427734
2023-04-06,1012,554,30.60830307006836,6.311985492706299
2023-04-06,1018,521,28.564298629760742,4.33529806137085
2023-04-06,1009,559,27.452594757080078,3.171455144882202
2023-04-06,1014,525,26.55047607421875,5.897846698760986
2023-04-06,1010,540,22.1092586517334,2.7482497692108154
2023-04-06,1006,540,23.05925941467285,4.067054748535156
2023-04-06,1007,538,26.784385681152344,4.789818286895752
2023-04-06,1017,549,28.703096389770508,5.480982780456543
2023-04-06,1015,545,26.66605567932129,4.207294464111328
2023-04-06,1005,537,21.404096603393555,2.931022882461548
2023-04-06,1008,532,30.5,3.890657901763916
2023-04-06,1011,528,26.26325798034668,6.68308687210083
2023-04-06,1020,561,26.42424201965332,5.3074846267700195
2023-04-06,1002,570,22.507017135620117,2.5034964084625244
2023-04-07,1001,553,18.207956314086914,1.8206595182418823
2023-04-07,1020,544,26.261030197143555,5.5675883293151855
2023-04-07,1018,528,27.946969985961914,4.1094207763671875
2023-04-07,1005,567,20.94356346130371,2.5635464191436768
2023-04-07,1009,542,27.40036964416504,3.151207685470581
2023-04-07,1006,535,23.013084411621094,3.794956922531128
2023-04-07,1007,561,25.88591766357422,4.680657386779785
2023-04-07,1002,555,22.52252197265625,2.5611331462860107
2023-04-07,1008,531,30.11864471435547,3.9089267253875732
2023-04-07,1015,560,26.39285659790039,4.059726238250732
2023-04-07,1012,585,30.514530181884766,6.29612922668457
2023-04-07,1000,563,22.012434005737305,2.4505455493927
2023-04-07,1016,541,27.179298400878906,5.277092456817627
2023-04-07,1010,556,21.884891510009766,2.7256550788879395
2023-04-07,1017,546,28.454212188720703,5.730733871459961
2023-04-07,1014,554,26.397111892700195,6.031899929046631
2023-04-07,1004,563,19.625221252441406,2.776430130004883
2023-04-07,1003,568,18.28521156311035,2.284283399581909
2023-04-07,1013,557,26.96050262451172,4.511133670806885
2023-04-07,1011,541,26.197782516479492,6.901182174682617
2023-04-07,1019,563,27.813499450683594,5.284014701843262
2023-04-08,1004,537,19.629423141479492,2.7043159008026123
2023-04-08,1013,529,26.72589874267578,4.529937267303467
2023-04-08,1009,567,27.35978889465332,3.111848831176758
2023-04-08,1020,529,26.020793914794922,5.466303825378418
2023-04-08,1019,541,27.77634048461914,5.254333019256592
2023-04-08,1011,538,26.50371742248535,6.991828918457031
2023-04-08,1017,548,28.421533584594727,5.465156078338623
2023-04-08,1008,556,29.606115341186523,3.882894515991211
2023-04-08,1012,555,30.554954528808594,6.490057945251465
2023-04-08,1007,550,25.763635635375977,4.500761985778809
2023-04-08,1016,555,27.156757354736328,5.256889343261719
2023-04-08,1010,536,21.99626922607422,2.6849472522735596
2023-04-08,1018,536,27.990671157836914,4.184850215911865
2023-04-08,1015,553,26.358047485351562,3.983035087585449
2023-04-08,1006,554,22.819494247436523,3.7067480087280273
2023-04-08,1003,564,18.18617057800293,2.287590742111206
2023-04-08,1005,546,21.047618865966797,2.5858030319213867
2023-04-08,1014,588,26.39455795288086,5.604975700378418
2023-04-08,1001,541,18.09242057800293,1.8023290634155273
2023-04-08,1002,550,22.652727127075195,2.460846424102783
2023-04-08,1000,564,22.104610443115234,2.317382574081421
2023-04-09,1016,560,27.264286041259766,5.083040237426758
2023-04-09,1017,544,28.477941513061523,5.744840145111084
2023-04-09,1011,559,26.30769157409668,6.824542045593262
2023-04-09,1013,560,26.91428565979004,4.479294776916504
2023-04-09,1018,534,28.136703491210938,4.106955051422119
2023-04-09,1015,546,26.454212188720703,4.003056526184082
2023-04-09,1003,556,18.246402740478516,2.177072763442993
2023-04-09,1012,567,30.534391403198242,6.271218776702881
2023-04-09,1005,570,21.214035034179688,2.72476863861084
2023-04-09,1001,557,18.172351837158203,1.8466594219207764
2023-04-09,1004,543,19.585636138916016,2.7221782207489014
2023-04-09,1009,544,27.25551414489746,3.0430378913879395
2023-04-09,1006,551,22.744102478027344,3.6684060096740723
2023-04-09,1002,571,22.647985458374023,2.54357647895813
2023-04-09,1014,530,26.65660285949707,6.193042755126953
2023-04-09,1007,532,25.516918182373047,4.492443084716797
2023-04-09,1000,534,21.926965713500977,2.4372851848602295
2023-04-09,1010,546,21.875457763671875,2.8198442459106445
2023-04-09,1008,545,29.2972469329834,3.998129367828369
2023-04-09,1019,559,27.9427547454834,5.259316444396973
2023-04-09,1020,523,26.193117141723633,5.801940441131592
2023-04-10,1002,574,22.543554306030273,2.662296772003174
2023-04-10,1012,565,30.543363571166992,6.465454578399658
2023-04-10,1004,556,19.8381290435791,2.8071823120117188
2023-04-10,1011,550,26.26545524597168,6.669502258300781
2023-04-10,1016,543,27.397790908813477,5.30264139175415
2023-04-10,1013,540,27.231481552124023,4.733267784118652
2023-04-10,1019,542,27.94464874267578,5.105589866638184
2023-04-10,1018,552,28.007246017456055,4.1001877784729
2023-04-10,1015,538,26.31412696838379,4.017136096954346
2023-04-10,1010,567,22.03174591064453,2.7975261211395264
2023-04-10,1009,525,27.104761123657227,3.076559066772461
2023-04-10,1000,565,22.015928268432617,2.387599468231201
2023-04-10,1007,536,25.832090377807617,4.5488409996032715
2023-04-10,1020,542,26.241697311401367,5.663265705108643
2023-04-10,1017,572,28.402097702026367,5.407440662384033
2023-04-10,1008,563,29.367673873901367,3.9379944801330566
2023-04-10,1001,566,18.215547561645508,1.7692420482635498
2023-04-10,1003,563,18.30017852783203,2.2270219326019287
2023-04-10,1005,554,21.169675827026367,2.735002040863037
2023-04-10,1014,535,26.766355514526367,6.144946098327637
2023-04-10,1006,563,22.70159912109375,3.8079724311828613
2023-04-11,1010,564,22.21453857421875,2.7685675621032715
2023-04-11,1013,558,26.94444465637207,4.62912654876709
2023-04-11,1015,568,26.49119758605957,4.042023181915283
2023-04-11,1003,529,18.22873306274414,2.2277350425720215
2023-04-11,1007,542,25.802583694458008,4.553470134735107
2023-04-11,1000,534,21.994382858276367,2.4051222801208496
2023-04-11,1020,560,26.110713958740234,5.637111663818359
2023-04-11,1006,556,22.88129425048828,3.651688575744629
2023-04-11,1012,571,30.11383628845215,5.954233169555664
2023-04-11,1004,579,19.747840881347656,2.7007274627685547
2023-04-11,1008,547,29.259597778320312,3.92226505279541
2023-04-11,1011,544,26.382352828979492,6.60164737701416
2023-04-11,1014,555,26.47207260131836,5.848587512969971
2023-04-11,1018,593,28.008432388305664,4.171483993530273
2023-04-11,1002,560,22.469642639160156,2.625929832458496
2023-04-11,1005,543,21.298341751098633,2.7315995693206787
2023-04-11,1019,536,27.792909622192383,5.0876665115356445
2023-04-11,1017,556,28.34532356262207,5.272041320800781
2023-04-11,1009,537,27.06331443786621,3.029909133911133
2023-04-11,1001,519,18.188825607299805,1.7870737314224243
2023-04-11,1016,562,27.48932456970215,5.380609035491943
2023-04-12,1009,541,26.99075698852539,2.7985188961029053
2023-04-12,1016,570,27.36842155456543,5.40153169631958
2023-04-12,1015,561,26.00178337097168,3.9264626502990723
2023-04-12,1013,524,26.67938995361328,4.754294395446777
2023-04-12,1020,556,25.90467643737793,5.399498462677002
2023-04-12,1017,554,27.927797317504883,5.43871545791626
2023-04-12,1000,544,22.06066131591797,2.4618403911590576
2023-04-12,1007,571,25.656742095947266,4.449506759643555
2023-04-12,1005,572,21.326923370361328,2.748128890991211
2023-04-12,1012,554,30.68411636352539,6.45866060256958
2023-04-12,1011,555,26.245044708251953,6.856400012969971
2023-04-12,1014,583,26.056604385375977,5.576711654663086
2023-04-12,1002,553,22.566003799438477,2.54998517036438
2023-04-12,1001,587,18.264055252075195,1.865161418914795
2023-04-12,1010,565,22.08672523498535,2.809828042984009
2023-04-12,1006,553,22.793851852416992,3.6014111042022705
2023-04-12,1008,550,28.899999618530273,4.1057610511779785
2023-04-12,1019,554,27.747291564941406,5.323576927185059
2023-04-12,1018,559,27.844364166259766,4.162929534912109
2023-04-12,1004,542,19.730627059936523,2.748589515686035
2023-04-12,1003,561,18.336898803710938,2.283524751663208
2023-04-13,1010,543,22.11233901977539,2.785832166671753
2023-04-13,1014,579,26.778928756713867,5.958941459655762
2023-04-13,1007,577,25.681108474731445,4.480522632598877
2023-04-13,1002,544,22.52941131591797,2.5370523929595947
2023-04-13,1020,568,26.18838119506836,5.591562271118164
2023-04-13,1016,578,27.752595901489258,5.367404460906982
2023-04-14,1003,538,18.34200668334961,2.2760555744171143
2023-04-14,1007,554,25.611913681030273,4.559189796447754
2023-04-14,1018,544,28.012866973876953,4.082537651062012
2023-04-14,1014,556,26.94064712524414,6.017516613006592
2023-04-14,1017,532,28.67481231689453,5.665610313415527
2023-04-14,1015,544,26.446691513061523,4.086485385894775
2023-04-14,1013,543,27.353591918945312,4.840382099151611
2023-04-14,1008,571,29.1366024017334,3.978344440460205
2023-04-14,1020,571,26.1366024017334,5.497546672821045
2023-04-14,1009,533,27.153846740722656,2.9002764225006104
2023-04-14,1004,552,19.809782028198242,2.731003999710083
2023-04-14,1002,558,22.519712448120117,2.5685174465179443
2023-04-14,1010,557,22.070018768310547,2.7920987606048584
2023-04-14,1012,538,31.066913604736328,6.3614182472229
2023-04-14,1005,531,21.224105834960938,2.7761194705963135
2023-04-14,1011,575,26.732173919677734,7.235991477966309
2023-04-14,1000,540,22.10555648803711,2.4977705478668213
2023-04-14,1019,541,28.451017379760742,5.531284332275391
2023-04-14,1016,561,27.54010772705078,5.242318630218506
2023-04-14,1001,586,18.179180145263672,1.8214619159698486
2023-04-14,1006,566,22.86395835876465,3.7751569747924805
2023-04-15,1017,510,27.888235092163086,5.459768772125244
2023-04-15,1010,561,21.855615615844727,2.7091002464294434
2023-04-15,1019,525,28.04190444946289,5.645913600921631
2023-04-15,1018,567,27.61199378967285,4.176578521728516
2023-04-15,1013,562,26.960853576660156,5.39921236038208
2023-04-15,1008,565,29.0920352935791,3.9869730472564697
2023-04-15,1001,539,18.244897842407227,1.8544803857803345
2023-04-15,1002,537,22.50651741027832,2.7067153453826904
2023-04-15,1015,544,25.99448585510254,4.013072490692139
2023-04-15,1007,565,25.688495635986328,4.657314300537109
2023-04-15,1003,535,18.300933837890625,2.380037546157837
2023-04-15,1009,574,27.14285659790039,2.9289751052856445
2023-04-15,1012,519,30.50481605529785,6.401730537414551
2023-04-15,1005,549,21.112932205200195,2.6785929203033447
2023-04-15,1006,525,22.933332443237305,3.8699493408203125
2023-04-15,1011,542,25.708486557006836,6.408012390136719
2023-04-15,1020,538,25.561338424682617,4.9878058433532715
2023-04-15,1016,552,27.16485595703125,5.438056468963623
2023-04-15,1004,547,19.753198623657227,2.8049583435058594
2023-04-15,1000,567,22.019399642944336,2.414238452911377
2023-04-15,1014,522,26.423372268676758,6.055527687072754
2023-04-16,1010,568,21.890844345092773,2.794370651245117
2023-04-16,1016,558,27.13799285888672,5.319601535797119
2023-04-16,1007,535,25.75514030456543,4.634878635406494
2023-04-16,1014,542,26.136531829833984,5.699403762817383
2023-04-16,1002,569,22.43409538269043,2.6440165042877197
2023-04-16,1020,538,25.93122673034668,5.409693717956543
2023-04-17,1006,548,22.56934356689453,3.715317726135254
2023-04-17,1001,529,18.066162109375,1.8191816806793213
2023-04-17,1004,546,19.620878219604492,2.725044012069702
2023-04-17,1017,540,28.818517684936523,5.699287414550781
2023-04-17,1008,562,29.220640182495117,4.025417804718018
2023-04-17,1002,573,22.488656997680664,2.598555088043213
2023-04-17,1010,560,21.935714721679688,2.8163063526153564
2023-04-17,1005,561,21.053476333618164,2.725202798843384
2023-04-17,1015,553,26.613019943237305,4.0102009773254395
2023-04-17,1018,573,28.136125564575195,4.292812824249268
2023-04-17,1019,545,27.998165130615234,5.349611759185791
2023-04-17,1000,562,21.930604934692383,2.4720118045806885
2023-04-17,1003,530,18.290565490722656,2.415848970413208
2023-04-17,1013,563,27.644760131835938,5.654491424560547
2023-04-17,1009,557,26.861759185791016,2.742168664932251
2023-04-17,1007,543,25.41252326965332,4.647341251373291
2023-04-17,1014,564,26.643617630004883,5.683022975921631
2023-04-17,1020,528,25.984848022460938,5.535676002502441
2023-04-17,1011,546,25.74725341796875,6.427835464477539
2023-04-17,1012,561,31.122995376586914,6.142762660980225
2023-04-17,1016,559,27.300537109375,5.20827579498291
2023-04-18,1016,565,27.21592903137207,5.321796417236328
2023-04-18,1002,547,22.559415817260742,2.5919363498687744
2023-04-18,1004,562,19.758007049560547,2.772221326828003
2023-04-18,1015,563,25.92362403869629,3.921004056930542
2023-04-18,1003,557,18.414722442626953,2.4070510864257812
2023-04-18,1020,550,25.91272735595703,5.336974143981934
2023-04-18,1001,513,18.19103240966797,1.7908576726913452
2023-04-18,1008,563,29.211368560791016,4.059908390045166
2023-04-18,1013,533,27.292682647705078,5.774749755859375
2023-04-18,1018,563,27.866785049438477,4.235729217529297
2023-04-18,1010,535,21.826168060302734,2.7154228687286377
2023-04-18,1017,544,28.137866973876953,5.513463020324707
2023-04-18,1007,525,25.967618942260742,4.639878749847412
2023-04-18,1014,556,26.20683479309082,5.649730205535889
2023-04-18,1009,523,26.678775787353516,2.893268585205078
2023-04-18,1006,552,23.063405990600586,3.9537134170532227
2023-04-18,1005,542,21.169742584228516,2.797067403793335
2023-04-18,1019,526,27.88593101501465,5.29099178314209
2023-04-18,1012,558,30.537633895874023,6.270301818847656
2023-04-18,1011,554,25.91155242919922,6.66699743270874
2023-04-18,1000,542,21.99815559387207,2.484267234802246
2023-04-19,1010,552,21.980072021484375,2.7737057209014893
2023-04-19,1009,542,26.920663833618164,2.7815909385681152
2023-04-19,1015,588,26.253400802612305,4.053058624267578
2023-04-19,1003,555,18.48288345336914,2.378805637359619
2023-04-19,1019,556,27.778776168823242,5.114127159118652
2023-04-19,1002,550,22.64545440673828,2.587334156036377
2023-04-19,1014,561,26.475934982299805,6.082312107086182
2023-04-19,1001,550,18.22909164428711,1.7863800525665283
2023-04-19,1012,561,30.543672561645508,6.372453689575195
2023-04-19,1013,548,27.105838775634766,5.635824680328369
2023-04-19,1018,559,27.74060821533203,4.195019721984863
2023-04-19,1008,567,29.130512237548828,4.042617321014404
2023-04-19,1017,554,28.079421997070312,5.226029396057129
2023-04-19,1011,562,25.861209869384766,6.3567118644714355
2023-04-19,1016,565,27.392919540405273,5.546388626098633
2023-04-19,1000,537,22.06890106201172,2.4105799198150635
2023-04-19,1020,564,25.68262481689453,5.2196760177612305
2023-04-19,1005,547,21.199268341064453,2.8455936908721924
2023-04-19,1007,551,25.927404403686523,4.5244035720825195
2023-04-19,1004,561,19.82709503173828,2.8673055171966553
2023-04-19,1006,561,23.085561752319336,4.102060794830322
2023-04-20,1001,529,18.268430709838867,1.7347133159637451
2023-04-20,1007,535,25.89719581604004,4.718891620635986
2023-04-20,1013,545,27.11376190185547,5.472356796264648
2023-04-20,1005,570,21.303508758544922,2.854511022567749
2023-04-20,1020,564,25.578014373779297,5.005239486694336
2023-04-20,1008,560,29.183929443359375,4.151603698730469
2023-04-20,1012,570,30.58596420288086,6.369098663330078
2023-04-20,1006,561,22.705883026123047,3.664754867553711
2023-04-20,1014,563,26.35701560974121,5.819249153137207
2023-04-20,1002,544,22.75183868408203,2.6141223907470703
2023-04-20,1017,533,28.283302307128906,5.4280595779418945
2023-04-20,1010,565,22.063716888427734,2.7231249809265137
2023-04-20,1004,573,19.844676971435547,2.664869546890259
2023-04-20,1009,542,26.8394832611084,2.8274598121643066
2023-04-20,1019,571,28.14535903930664,5.477694988250732
2023-04-20,1011,530,25.89434051513672,6.601040840148926
2023-04-20,1003,564,18.55141830444336,2.3645987510681152
2023-04-20,1016,546,27.379121780395508,5.254776477813721
2023-04-20,1018,541,27.985212326049805,4.244792938232422
2023-04-20,1015,546,26.289377212524414,4.0704145431518555
2023-04-20,1000,560,22.007143020629883,2.290497303009033
2023-04-21,1009,555,26.90810775756836,2.8633482456207275
2023-04-21,1017,521,28.47024917602539,5.5806403160095215
2023-04-21,1016,548,27.330291748046875,5.58726692199707
2023-04-21,1006,587,23.09199333190918,3.887040615081787
2023-04-21,1005,542,21.389299392700195,2.9922587871551514
2023-04-21,1000,549,22.25318717956543,2.3777225017547607
2023-04-21,1007,535,25.93084144592285,4.7769775390625
2023-04-21,1012,527,30.834915161132812,6.600649356842041
2023-04-21,1010,554,21.89350128173828,2.6825807094573975
2023-04-21,1014,546,26.74725341796875,6.433816432952881
2023-04-21,1019,553,27.68173599243164,5.088366508483887
2023-04-21,1001,548,18.34306526184082,1.848013162612915
2023-04-21,1011,573,25.73822021484375,6.487298965454102
2023-04-21,1015,573,26.212915420532227,4.061916828155518
2023-04-21,1002,543,22.736648559570312,2.5917210578918457
2023-04-21,1013,526,27.344106674194336,5.670401573181152
2023-04-21,1004,548,19.9288330078125,2.8084285259246826
2023-04-21,1020,539,26.153989791870117,5.487752914428711
2023-04-21,1003,560,18.41428565979004,2.2990238666534424
2023-04-21,1008,523,29.30019187927246,3.9947073459625244
2023-04-21,1018,562,27.90035629272461,4.201427459716797
2023-04-22,1009,538,26.79553985595703,2.836796522140503
2023-04-22,1017,553,28.15370750427246,5.367495536804199
2023-04-22,1002,574,22.641115188598633,2.623290777206421
2023-04-22,1000,542,22.077489852905273,2.449770450592041
2023-04-22,1018,531,28.0790958404541,4.22366189956665
2023-04-22,1011,550,25.73454475402832,6.101749897003174
2023-04-22,1016,553,27.627487182617188,5.523787498474121
2023-04-22,1008,551,29.28312110900879,3.9917867183685303
2023-04-22,1015,550,25.987272262573242,3.9860918521881104
2023-04-22,1003,555,18.3837833404541,2.259416341781616
2023-04-22,1019,568,28.047534942626953,5.144687652587891
2023-04-22,1020,520,25.78653907775879,5.293193340301514
2023-04-22,1014,526,26.288972854614258,5.611990928649902
2023-04-22,1005,561,21.488412857055664,3.0098397731781006
2023-04-22,1012,548,30.66058349609375,6.285609245300293
2023-04-22,1007,544,26.128677368164062,4.750578880310059
2023-04-22,1013,554,27.2292423248291,5.772755146026611
2023-04-22,1004,561,19.809268951416016,2.78607177734375
2023-04-22,1006,564,23.129432678222656,4.091062545776367
2023-04-22,1010,529,22.054821014404297,2.7482285499572754
2023-04-22,1001,551,18.310344696044922,1.8154064416885376
